text,based_on,applied,received,acknowledgement,second,third,cermony,marriage,residency,stamp,irish_descent,origins
"Application Based On marrried to an Irish Citizen but am UK citizen and have been resident in Ireland for 23y Applied On 23 Mar 2019 Application received 25 Mar 2019 Acknowledgement  none Second Letter none Awaiting On Approval none Date of Ceremony none  10 weeks later and still haven't received acknowledgement or my passport back. Need it back for travel soon. Sent email enquiry  24 May 19 no response other than automated reply, Called > 200 times, mostly engaged tone, when it dials it hangs up after 15s. So same as others. Letter being sent on Thursday after another round of calls. Great forum for aspiring citizens btw",marrried to an Irish Citizen but am UK citizen and have been resident in Ireland for 23y,2019-03-23,2019-03-25,,,,,False,True,,False,UK
Application Based On Spouse of an Irish Citizen Applied On 25/03/2019 Application received On 26/03/2019 Passports returned on 25/6/19 Acknowledgement 18/8/2019 plus application number and fee receipt received  Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending  Got a letter on 18/9 to submit a copy of Spouse's Passport. Another letter on 18/10 requiring list of addresses from 2008 onwards (arrival to Ireland). They received everything the next day.,Spouse of an Irish Citizen,2019-03-25,2019-03-26,2019-08-18,,,,True,False,,False,N/A
Application Based On Spouse of an Irish Citizen Applied On 25/03/2019 Application received On 26/03/2019 Passports returned on 25/6/19 Acknowledgement 18/8/2019 plus application number and fee receipt received Approval 27/1/20  Date of Ceremony Pending,Spouse of an Irish Citizen,2019-03-25,2019-03-26,2019-08-18,,2020-01-27,,True,False,,False,N/A
Application Based On Spouse of an Irish Citizen Applied On 25/03/2019 Application received On 26/03/2019 Acknowledgement  Pending Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending  Still didn't receive my passports back...,Spouse of an Irish Citizen,2019-03-25,2019-03-26,,,,,True,False,,False,N/A
"Application Based On Spouse of an Irish Citizen Applied On 25/03/2019 Application received On 26/03/2019 Acknowledgement  Pending Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending  All 4 passports returned on 25/6/19 with a letter from processing team 2 ""Please note that your application has not yet been fully processed. Applications are being processed in date order and your application number and receipt will issue in due date course.""",Spouse of an Irish Citizen,2019-03-25,2019-03-26,,,,,True,False,,False,N/A
"Application Based On NonEU (Stamp 1 + Stamp 4 - over 5 years in Ireland) Applied On 01/04/2019 Application received On 02/04/2019 Acknowledgement  08/05/2019 Received passport back and receipt of payment + letter of acknowledgement Second Letter 14/06/2019 Approval Pending Date of Ceremony Pending  I had a business trip in May so I called and email them a few times to see about getting my passport back. Also, had to request an extension for getting documents because they only give you 28 days and I needed longer than that for the police clearance, and to get my old landlord to retroactively register my tenancy (they wanted RTB letters for all tenancies)  Maybe I was just lucky, but if you need your passport back quickly, calling and politely explaining why may help.   Also I don't know if it matters but I tried to ensure my application (about 250 pages) was very neatly organized with different folders, labels, tabs, etc. and explanations of anything unusual.",NonEU (Stamp 1 + Stamp 4 - over 5 years in Ireland),2019-04-01,2019-04-02,2019-05-08,2019-06-14,,,False,True,Stamp 1 + Stamp 4 - over 5 years in Ireland,False,Non-EU
Application Based On 5 years of Residence non-EU Applied On 01/04/2019 Application received On 02/04/2019 Acknowledgement  Pending Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,5 years of Residence non-EU,2019-04-01,2019-04-02,,,,,False,True,,False,Non-EU
"GNIB Card, Photos & Bank Draft sent back - 02/04/2019 (Received by department 03/04/2019)",,2019-04-02,,,,,,False,False,,False,N/A
"Both, my partner and I have applied this week     My Application Application Based On 5 years residency (EU Citizen) Applied On 03 April 2019 Application received On 04 April 2019 Acknowledgement  - Second Letter - Awaiting On Approval - Date of Ceremony -  His Application  Application Based On 5 years residency (EU Citizen) Applied On 03 April 2019 Application received On 04 April 2019 Acknowledgement  - Second Letter - Awaiting On Approval - Date of Ceremony -",5 years residency (EU Citizen),2019-04-03,2019-04-04,,,,,False,True,,False,EU
Application Based On 5 years residency (Non EU Citizen) Applied On 03 April 2019 Application received On 04 April 2019 Acknowledgement  - Second Letter - Awaiting On Approval - Date of Ceremony -,5 years residency (Non EU Citizen),2019-04-03,2019-04-04,,,,,False,True,,False,Non-EU
Application Based On Marriage to Irish Citizen Applied On 3/4/2019 Application received On 4/4/2019 Acknowledgement  Pending Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,Marriage to Irish Citizen,2019-04-03,2019-04-04,,,,,True,False,,False,N/A
Application based on EU Resident for 10 years.  Application sent 05/04/2019 Application received 08/04/2019 via An post tracking  Passport returned by request 22/05/2019 (Application acknowledge but no ref number or receipt. Receipt & Ref number Pending Second stage letter Pending Awaiting on approval Pending Date of ceremony,EU Resident for 10 years.,2019-04-05,2019-04-08,,,,,False,True,,False,EU
"Hello,  I got an approval letter today dated the 23/01/2020  Application Based On 5 years Stamp4eufam non EU Applied On 09 April 2019 Acknowledgement  June 2019  Second Letter 16 oct 2019 Awaiting On Approval -23 Jan 2020 Date of Ceremony -  Keep hope because it seems that approvals are still being sent. Wish u all the best.",5 years Stamp4eufam non EU,2019-04-09,,2019-06-01,2019-10-16,,,False,True,Stamp4eufam non EU,False,EU
Application Based On 5 years of Residence non-EU Applied On 12/04/2019 Application received On 15/04/2019 Acknowledgement  Pending Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,5 years of Residence non-EU,2019-04-12,2019-04-15,,,,,False,True,,False,Non-EU
Application Based On 5 years of Residence non-EU Applied On 13/04/2019 Application received On 16/04/2019 Acknowledgement  Pending Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending  I've sent a few days ago physical mail to them with indulgence to return my passport back asap (due to upcoming personal and business travels),5 years of Residence non-EU,2019-04-13,2019-04-16,,,,,False,True,,False,Non-EU
"Application Based On Spouse of an Irish Citizen (Stamp 4), resident in ROI and NI for 4 years Applied On 18/4/19 (via solicitor/registered post) Application received On ? Acknowledgement 10/6/19.  Received 2 passports back, receipt of payment and reference number. They asked for the following to be submitted within 28 days Police clearance for Northern Ireland, UK and Australia;  reckonable residence letter from GNIB; and all available utility bills for 2016-2019. All documents submitted within timescale, along with additional bank statements received after application submitted.     Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending","Spouse of an Irish Citizen (Stamp 4), resident in ROI and NI for 4 years",2019-04-18,,2019-06-10,,,,True,True,"Stamp 4), resident in ROI and NI for 4 years",False,N/A
Application Based On 5 years residency (EU) Applied On 28/04/2019 Application received On 29/04/2019 Acknowledgement 25/07/2019 Second Letter Also 25/07/2019 Approval received Pending Date of Ceremony Pending  This is my second application following usuccessful one in 2017 when I did not disclose €50 court fine dating back to 2008 (did not know it actually accounted for criminal conviction).,5 years residency (EU),2019-04-28,2019-04-29,2019-07-25,2019-07-25,,,False,True,,False,EU
Application Based On Non EU (5  years Residency) Applied On 30/04/2019 Application received On 1/05/2019 Acknowledgement  Pending Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending  Nò sign yet.,Non EU (5  years Residency),2019-04-30,2019-05-01,,,,,False,True,,False,Non-EU
"Application Based On 5 Years Non-EU Applied On 06/05/2019 Application received On 07/05/2019 Acknowledgement  09/05/2019 (received passport back and acknowledgement, no receipt yet, to be send at a later date) Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending",5 Years Non-EU,2019-05-06,2019-05-07,2019-05-09,,,,False,False,,False,Non-EU
Application Based On Spouse of an Irish Citizen Applied On 09/05/2019 Application received On 10/05/2019 Acknowledgement 13/05/2019 (Passport returned with receipt of payment including application reference number).Got an other letter very next day on 14/05/2019 asking to send us a copy of GNIB. We even sent each n every single required document still don't know why they asked for it again probably they missed it. Second Stage Letter Pending  Awaiting on Approval Pending  Date Of Ceremony Pending,Spouse of an Irish Citizen,2019-05-09,2019-05-10,2019-05-13,,,,True,False,,False,N/A
Application Based On Spouse of an Irish Citizen Applied On 09/05/2019 Application received On 10/05/2019 Acknowledgement  14/05/2019 (received passport back and receipt of payment). They asked for 1 proof of residence for the year 2018 and 2017 other than utility bills or bank statements 2' three proof of residency for the past 3 months(pls note that i have submitted majority of this document I don't know what they want again) Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,Spouse of an Irish Citizen,2019-05-09,2019-05-10,2019-05-14,,,,True,False,,False,N/A
Application Based On Spouse of an Irish Citizen Applied On 09/05/2019 Application received On 10/05/2019 Acknowledgement  14/05/2019 (received passport back and receipt of payment). They asked for 1 proof of residence for the year 2018 and 2017 other than utility bills or bank statements 2' three proof of residency for the past 3 months(pls note that i have submitted majority of this document I don't know what they want again(sent back on 16/0519 received 17/05/19) Second Letter 22/07/19 Awaiting On Approval Pending Date of Ceremony Pending,Spouse of an Irish Citizen,2019-05-09,2019-05-10,2019-05-14,2019-07-22,,,True,False,,False,N/A
Application Based On 5 years residency (non-EU) Applied On 20/05/2019 Application received On 22/05/2019 Acknowledgement 29/05/2019 Second Letter Pending Approval received Pending Date of Ceremony Pending,5 years residency (non-EU),2019-05-20,2019-05-22,2019-05-29,,,,False,True,,False,Non-EU
"Application based on non-EU stamp 1 & 4, 5 years residency Application sent 21/05/2019 Application received 22/05/2019 via An post tracking  Acknowledgement 27/05/2019 all passports, receipt of payment, reference number Second stage letterPending Awaiting on approvalPending Date of ceremonyPending","non-EU stamp 1 & 4, 5 years residency",2019-05-21,2019-05-22,2019-05-27,,,,False,True,"stamp 1 & 4, 5 years residency",False,Non-EU
"Application based on non-EU stamp 1 & 4 EUFAM, 5 years residency Application sent 21/05/2019 Application received 22/05/2019 via An post tracking  Acknowledgement Pending Second stage letterPending Awaiting on approvalPending Date of ceremonyPending","non-EU stamp 1 & 4 EUFAM, 5 years residency",2019-05-21,2019-05-22,,,,,False,True,"stamp 1 & 4 EUFAM, 5 years residency",False,Non-EU
"Application Based On Non-EU spouse of Irish Citizen Applied On 27/05/2019 Application received On 28/05/2019 Acknowledgement & Passport Returned On 29/05/2019 * Application Number & Receipt 29/05/2019 * Second Letter 29/05/2019 *Received passport along with a letter as acknowledgement of receipt and it stated that application ""has proceeded to the second stage of processing"" Awaiting On Approval Pending Date of Ceremony Pending",Non-EU spouse of Irish Citizen,2019-05-27,2019-05-28,2019-05-29,2019-05-29,,,True,False,,False,Non-EU
"My Husband's Application  Application Based On Spouse of an Irish Citizen Applied On 28/05/2019 Application received On 29/05/2019 (An post tracking) Acknowledgement  Pending Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending  Current and previous passport returned on 24/06/19 with a letter from processing team 2  ""Dear..... I am directed by the minister for Justice and Equality to refer to your application for naturalisation.  Please find enclosed your current passport etc... If for any reason we require your passport again in the future we will contact you in writing.  Please note that your application has not yet been fully processed. Applications are being processed in date order and your application number and receipt will issue in due course.""",Spouse of an Irish Citizen,2019-05-28,2019-05-29,,,,,True,False,,False,N/A
[quote=Issagenius post_id=1790655 time=1560183952 user_id=207615] Application Based On Non -EU (Stamp 4) Applied On 10/6/2019 Application received On 11/6/19 Acknowledgement & Passport returned  20/6/19 Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,Non -EU (Stamp 4),2019-06-10,2019-06-11,,,,,False,True,Stamp 4,False,Non-EU
Application Based On Non -EU (Stamp 4) Applied On 10/6/2019 Application received On Pending Acknowledgement  Pending Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,Non -EU (Stamp 4),2019-06-10,,,,,,False,True,Stamp 4,False,Non-EU
"Application Based On 5+ years residency, EU Applied On 18/06/2019 Application received On 19/06/2019 Acknowledgement  29/07/2019 Second Letter 03/11/2019 Awaiting On Approval 24/01/2020 Date of Ceremony Pending","5+ years residency, EU",2019-06-18,2019-06-19,2019-07-29,2019-11-03,2020-01-24,,False,True,,False,EU
"Application Based On Non -EU (Stamp 4 Eufam) - 5 years residence Applied On 21/6/2019 Acknowledgement  21-31/07/2019 Second Letter 3/11/2019 Awaiting On Approval 3/02/2020  Asked to send bank draft (€950), GNIB and 2 photos €950  Date of Ceremony Pending",Non -EU (Stamp 4 Eufam) - 5 years residence,2019-06-21,,,2019-11-03,2020-02-03,,False,True,Stamp 4 Eufam) - 5 years residence,False,Non-EU
"Application Based On 6.5 years residence, Non-EU Stamps 1 & 4. Applied by myself. Applied On 24/06/2019 Application received On 25/06/2019 (AnPost tracking) Acknowledgement + Passport returned Dated 25/06/2019 (received 28/06/19) stating “I wish to acknowledge the receipt of your application for Citizenship. Please find enclosed your passports. We are dealing with applications in date order and you will hear from us shortly with details of your citizenship application number and fee receipt. Thank you for your continued patience. Team 3” Fee receipt + Reference Number Pending Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending","6.5 years residence, Non-EU Stamps 1 & 4. Applied by myself.",2019-06-24,2019-06-25,2019-06-25,,,,False,True,Stamps 1 & 4. Applied by myself,False,Non-EU
"-UPDATE-  Application Based On 6.5 years residence, Non-EU Stamps 1 & 4. Applied by myself. Applied On 24/06/2019 Application received On 25/06/2019 (AnPost tracking) Acknowledgement + Passport returned Dated 25/06/2019 (received 28/06/19) stating “I wish to acknowledge the receipt of your application for Citizenship. Please find enclosed your passports. We are dealing with applications in date order and you will hear from us shortly with details of your citizenship application number and fee receipt. Thank you for your continued patience. Team 3” Fee receipt + Reference Number Letter dated 14/10/19. Interestingly, it reads ‘’IMPORTANT NOTE Your application has not been examined in full and we will be unable to confirm if you meet the other statutory conditions for naturalisation until a further examination takes place.’’ Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending","6.5 years residence, Non-EU Stamps 1 & 4. Applied by myself.",2019-06-24,2019-06-25,2019-06-25,,,,False,True,Stamps 1 & 4. Applied by myself,False,Non-EU
".oO (UPDATE) Oo.  Application Based On 6.5 years residence, Non-EU Stamps 1 & 4.  Applied On 24/06/2019 Application received On 25/06/2019 (AnPost tracking) Acknowledgement + Passport returned 25/06/2019  Fee receipt + Reference Number  14/10/2019  Second Letter 05/12/2019 Awaiting On Approval Pending Date of Ceremony Pending","6.5 years residence, Non-EU Stamps 1 & 4.",2019-06-24,2019-06-25,,2019-12-05,,,False,True,Stamps 1 & 4,False,Non-EU
Application based on Spouse of Irish citizen (Stamp 4) Application sent 27/06/2019 Application received 28/06/2019  Acknowledgement 02/07/2019 (passport returned and letter of acknowledgement. No reference number yet. Processing by Team 2) Second stage letter Pending Awaiting on approval Pending Date of ceremony Pending,Spouse of Irish citizen (Stamp 4),2019-06-27,2019-06-28,2019-07-02,,,,True,True,Stamp 4,False,N/A
Application based on Spouse of Irish citizen (Stamp 4) Application sent 27/06/2019 Application received 28/06/2019  Acknowledgement 02/07/2019 (passport returned and letter of acknowledgement. No reference number yet. Processing by Team 2) Reference number received and receipt sent on 04/11/2019 Second stage letter Pending Awaiting on approval Pending Date of ceremony Pending,Spouse of Irish citizen (Stamp 4),2019-06-27,2019-06-28,2019-07-02,,,,True,True,Stamp 4,False,N/A
"Application Based On Spouse of an Irish Citizen Applied On 07/07/2019 Application received On 08/07/2019 Acknowledgement  10/07/2019 ( Received passport back, I think in error as had correct passport with incorrect name and details on the letter) On envelope has correct info but letter was for someone else. ) Second Letter Received a letter in September asking for more information. ( My husband and I lived in NI and London for a few months in 2015 so wanted Police certificates from both) Documents send in October. -Received stage 2 letter on December 5th. Awaiting On Approval January 7th 2020 Date of Ceremony Pending",Spouse of an Irish Citizen,2019-07-07,2019-07-08,2019-07-10,,2020-01-07,,True,False,,False,N/A
Application Based On 5 years residency - EU Citizen Applied On 10/07/2019 Application received 11th /07/2019 Acknowledgement  15th/07/2019 ( Letter of acknowledgement + passport return )  Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,5 years residency - EU Citizen,2019-07-10,2019-07-11,2019-07-15,,,,False,True,,False,EU
Application Based On 5 years residency - EU Citizen Applied On 10/07/2019 Application received 11th /07/2019 Acknowledgement  Peinding Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,5 years residency - EU Citizen,2019-07-10,2019-07-11,,,,,False,True,,False,EU
Application Based On Spouse of an Irish Citizen Applied On 15/7/2019 Application received On 16/07/2019 Acknowledgement  08/11/2019 Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending  I received payment receipt and application number. Also requesting return of passport  for brief examination.,Spouse of an Irish Citizen,2019-07-15,2019-07-16,2019-11-08,,,,True,False,,False,N/A
Application Based On Spouse of an Irish Citizen Applied On 15/7/2019 Application received On 16/07/2019 Acknowledgement  Pending Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,Spouse of an Irish Citizen,2019-07-15,2019-07-16,,,,,True,False,,False,N/A
Application Based On 5 years residency (EU) Applied On 17/07/2019 Application received On 18/07/2019 Acknowledgement 22/07/2019 Just acknowledgment letter with passports BUT no receipt of payment.... Second Letter Pending Approval received Pending Date of Ceremony Pending,5 years residency (EU),2019-07-17,2019-07-18,2019-07-22,,,,False,True,,False,EU
UPDATE ------------- Application Based On 5 years residency (EU) Applied On 17/07/2019 Application received On 18/07/2019 Acknowledgement 22/07/2019 Just acknowledgment letter with passports BUT no receipt of payment.... Fee receipt + Reference Number Pending Second Letter 23/10/19 - Received the receipt and reg number. Informing Your application has been initially assessed  and has proceeded to the second stage  Approval received Pending Date of Ceremony Pending,5 years residency (EU),2019-07-17,2019-07-18,2019-07-22,,,,False,True,,False,EU
UPDATE ------------- Application Based On 5 years residency (EU) Applied On 17/07/2019 Application received On 18/07/2019 Acknowledgement 22/07/2019 Just acknowledgment letter with passports BUT no receipt of payment.... Fee receipt + Reference Number 23/10/19 - Received the receipt and reg number. Informing Your application has been initially assessed  and has proceeded to the second stage  Second Letter Pending Approval received Pending Date of Ceremony Pending,5 years residency (EU),2019-07-17,2019-07-18,2019-07-22,,,,False,True,,False,EU
Application Based On 5 years residency (EU) Applied On 17/07/2019 Application received On 18/07/2019 Acknowledgement 22/07/2019 Just acknowledgment letter with passports BUT no receipt of payment.... Fee receipt + Reference Number Pending Second Letter 23/10/19 - Received the receipt and reg number. Informing Your application has been initially assessed and has proceeded to the second stage Approval received 28/01.2020 - had to send the 950 and the pic to be eligible for the next ceremony  Date of Ceremony Pending,5 years residency (EU),2019-07-17,2019-07-18,2019-07-22,,,,False,True,,False,EU
I got a letter today to pay 950 dated 28/01/2020  Application Based On 5 years Stamp4eufam non EU Applied On 21 July  2019 Acknowledgement  August 2019  Second Letter and reference number  November 2019 Date of approval -28 Jan 2020 Date of Ceremony - waiting,5 years Stamp4eufam non EU,2019-07-21,,2019-08-01,2019-11-01,2020-01-01,,False,True,Stamp4eufam non EU,False,EU
Application Based On Non EU ( Stamp 4) Applied On 22/07/2019 Application received On 24/07/2019 Acknowledgement  26/07/2019 - passport returned Second Letter 30/10/2019 Awaiting On Approval Pending Date of Ceremony Pending,Non EU ( Stamp 4),2019-07-22,2019-07-24,2019-07-26,2019-10-30,,,False,True,Stamp 4,False,Non-EU
Application Based On Non EU ( Stamp 4) Applied On 22/07/2019 Application received On 24/07/2019 Acknowledgement  26/07/2019 - passport returned Second Letter 30/10/2019 Approval letter Received 07/02/2020 (letter was dated 06/02/2020)   Date of Ceremony Pending,Non EU ( Stamp 4),2019-07-22,2019-07-24,2019-07-26,2019-10-30,2020-02-07,,False,True,Stamp 4,False,Non-EU
Application Based On 05 Years of Residency - Non EU - Stamp 1 + Stamp 4 Applied On 07/08/2019 Application received On 08/08/2019 Acknowledgement  Pending Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,05 Years of Residency - Non EU - Stamp 1 + Stamp 4,2019-08-07,2019-08-08,,,,,False,True,Stamp 1 + Stamp 4,False,Non-EU
Application Based On 05 Years of Residency - Non EU - Stamp 1 + Stamp 4 Applied On 07/08/2019 Application received On 08/08/2019 Acknowledgement + Passports back but NO application reference number 15/08/2019 Application Number & Receipt 15/11/2019 Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,05 Years of Residency - Non EU - Stamp 1 + Stamp 4,2019-08-07,2019-08-08,,,,,False,True,Stamp 1 + Stamp 4,False,Non-EU
UPDATE  Application Based On 05 Years of Residency - Non EU - Stamp 1 + Stamp 4 Applied On 07/08/2019 Application received On 08/08/2019 Acknowledgement + Passports back but NO application reference number 15/08/2019 Application Number & Receipt 15/11/2019 Second Letter 13/12/2019 Awaiting On Approval Pending Date of Ceremony Pending,05 Years of Residency - Non EU - Stamp 1 + Stamp 4,2019-08-07,2019-08-08,,2019-12-13,,,False,True,Stamp 1 + Stamp 4,False,Non-EU
"Application Based On 20+ years residence, UK citizen Applied On 2019-08-12 Application received On 2019-08-13 Acknowledgement 2019-08-19 - passport returned and with letter acknowledging receipt of application and stating that fee receipt and application number would follow shortly. Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending","20+ years residence, UK citizen",2019-08-12,2019-08-13,2019-08-19,,,,False,True,,False,UK
"UPDATE  Application Based On 20+ years residence, UK citizen Applied On 2019-08-12 Application received On 2019-08-13 Passport returned 2019-08-19 Acknowledgement letter, payment receipt & ref no 2019-11-14","20+ years residence, UK citizen",2019-08-12,2019-08-13,,,,,False,True,,False,UK
Application Based on Non-Eu. Stamp 1 and 4 Applied On 14/08/2019 Application received On 15/08/2019 Acknowledgement & Passport Returned On 22/08/2019 Application Number & Receipt Pending Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,Non-Eu. Stamp 1 and 4,2019-08-14,2019-08-15,2019-08-22,,,,False,True,Stamp 1 and 4,False,Non-EU
Application Based On 05 Years of Residency - Non EU - Stamp 1 + Stamp 4 Applied On 15/08/2019 Application received On 16/08/2019 Acknowledgement + Passports back but NO application reference number 20/08/2019 Application Number & Receipt Pending Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,05 Years of Residency - Non EU - Stamp 1 + Stamp 4,2019-08-15,2019-08-16,,,,,False,True,Stamp 1 + Stamp 4,False,Non-EU
Application Based on Stamp 4 EU fam Applied On 19/08/2019 via registered post Application received On 20/08/2019 Acknowledgement & Passport Returned On Pending Application Number & Receipt Pending  Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,Stamp 4 EU fam,2019-08-19,2019-08-20,,,,,False,True,Stamp 4 EU fam,False,EU
Application Based On Non EU ( Stamp 1 & Stamp 4) Applied On 01/10/2019 Application received On 02/10/2019 Application Number & Receipt  12/12/2019 Second Letter Awaiting On Approval Date of Ceremony,Non EU ( Stamp 1 & Stamp 4),2019-10-01,2019-10-02,,,,,False,True,Stamp 1 & Stamp 4,False,Non-EU
Application Based On Non-EU (Visa D + Stamp 4) Applied On 02 October 2019 Application received On 03 October 2019 Passport returned  04 October 2019 (without application number & receipt). Application no & receipt 14 December 2019 Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,Non-EU (Visa D + Stamp 4),2019-10-02,2019-10-03,,,,,False,True,Stamp 4,False,Non-EU
Application Based On 10 years residency in NI Applied On 28/10/2019 special delivery Application received On 29/10/2019 Acknowledgement  Pending Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,10 years residency in NI,2019-10-28,2019-10-29,,,,,False,True,,False,N/A
Application Based On Stamp 4 EUFAM Applied On 01/11/2019 Application received On 04/11/2019 Passport returned 08/11/2019 Acknowledgement  Pending Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,Stamp 4 EUFAM,2019-11-01,2019-11-04,,,,,False,True,Stamp 4 EUFAM,False,EU
Application Based On Stamp 4 EUFAM Applied On 01/11/2019 Application received On 04/11/2019 Passport returned 08/11/2019 Acknowledgement with payment receipt and reference  16/12/2019  Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,Stamp 4 EUFAM,2019-11-01,2019-11-04,,,,,False,True,Stamp 4 EUFAM,False,EU
UPDATE all certs sent and received by the office. Acknowledgement letter was posted 4 Nov 2019. No further info requested.,,2019-11-04,2019-11-04,2019-11-04,,,,False,False,,False,N/A
Application Based On NonEU ( Stamp 4) Applied On 04/11/2019 Application received On 05/11/2019 Acknowledgement  Pending Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,NonEU ( Stamp 4),2019-11-04,2019-11-05,,,,,False,True,Stamp 4,False,Non-EU
"Application Based On Irish Associations- mother was Foreign Registered Birth but filed after I was born Applied On 11 November 2019 Acknowledgement  returned passport, letter dated 12 November 2019 Second Letter received letter stating application was received and statutory fee receipt but nothing in regards to processing to stage 2, letter dated 29 December 2019 Awaiting On Approval - Date of Ceremony -",Irish Associations- mother was Foreign Registered Birth but filed after I was born,2019-11-11,2019-12-29,2019-11-12,2019-12-29,,,False,False,,True,N/A
Fee etc. sent 20/11/2019 Invitation received 26/11/2019  Date of Ceremony 9/12/2019,,2019-11-20,2019-11-26,,,,2019-12-09,False,False,,False,N/A
Fee sent 20 November 2019 Invitation Letter 23 Nov 2019 Date of Ceremony 9 December 2019,,2019-11-20,,,,,2019-12-09,False,False,,False,N/A
Application Based On 5 years of Residence non-EU Applied On 30/11/2019 Application received On 04/12/2019 Acknowledgement  06/01/2020 Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,5 years of Residence non-EU,2019-11-30,2019-12-04,2020-01-06,,,,False,True,,False,Non-EU
Application Based On non-EU spouse of an Irish Citizen Applied On 05/12/2019 Application received On 06/12/2019 Acknowledgement  12/12/2019 - passport & spouse’s birth cert returned but no reference number Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,non-EU spouse of an Irish Citizen,2019-12-05,2019-12-06,2019-12-12,,,,True,False,,False,Non-EU
Application Based On non-EU spouse of an Irish Citizen Applied On 05/12/2019 Application received On 06/12/2019 Acknowledgement  12/12/2019 - passport & spouse’s birth cert returned  Application No & Receipt  31/12/2019 Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,non-EU spouse of an Irish Citizen,2019-12-05,2019-12-06,2019-12-12,,,,True,False,,False,Non-EU
Application Based On non-EU spouse of an Irish Citizen Applied On 05/12/2019 Application received On 06/12/2019 Acknowledgement  Pending Second Letter Pending Awaiting On Approval Pending Date of Ceremony Pending,non-EU spouse of an Irish Citizen,2019-12-05,2019-12-06,,,,,True,False,,False,Non-EU
Update! Awaiting On Approval 7 Jan 2020 (photos and bankers draft sent 13 Jan 2020),,2020-01-13,,,,2020-01-07,,False,False,,False,N/A
"Application based on Spouse of an Irish Citizen  Application received on September 28th 2017 Letter confirming receipt of application and passports returned on 26th October 2018 Further Letter received 18th January 2019 requesting  1. Data Privacy Note 2. Another letter from my wifes employer confirming employment and to include her address which the original letter did not 3. Bank Statements for 2015 and 2016 to show day to day living expenses.   4. Utility Bills for the last 4 years as the Rates Bills, doctors letter, medical appointment letters submitted are not eneough.  A receipt for the 175 euro dated 16th January 2019 was also received  The letter from the Department of Justice is not dated.",Spouse of an Irish Citizen,,2017-09-28,,,,,True,False,,False,N/A
"Application Based On Foreign Birth Registry (FBR) Applied On  Application received On January 3, 2018 Acknowledgement  January 3, 2018 (via Fedex Signature Delivery only) Second Letter None Yet Awaiting On Approval None Yet Date of Ceremony None Yet",Foreign Birth Registry (FBR),,2018-01-03,2018-01-03,,,,False,False,,True,N/A
"I am the third poster on this thread (page one).  Today my FBR Certificate arrives via registered US Post!!  Here is my updated time line  Re 2018 Citizenship Application TIMELINES ONLY Quote Post  by putoluto » Sun Jan 07, 2018 418 pm  Application Based On Foreign Birth Registry (FBR) Applied On  Application received On January 3, 2018 Acknowledgement  January 3, 2018 (via Fedex Signature Delivery only) Second Letter None Yet Awaiting On Approval ENTERED ONTO FBR ON MAY 8, 2018. RECEIVED CERTIFICATE ON MAY 22, 2018.  Now to send it off for a passport.",Foreign Birth Registry (FBR),,2018-01-03,2018-01-03,,2018-08-01,,False,False,,True,N/A
Applicaton  5 years non EU residency Application date 11 May 2018 Application Received  14 May 2018 Acknowledgement 27 may 2018  received with original passports + receipt + 2nd stage letter 2nd Stage letter ; Pending Approval letter Pending Ceremony Letter Pending,,,2018-05-14,2018-05-27,,,,False,False,,False,N/A
